game_name,scenario,description_part,participant1_name,participant1_profile,participant2_name,participant2_profile,choice_a,choice_b,is_last_row
Stag_Hunt,Treasure_Hunt,"treasure. If one collaborates while the other searches individually, the collaborator fails while",You,Adventurous explorer,Bob,Seasoned navigator,"('cooperate', 'Collaborate for the hidden treasure')","('defect', 'Search for smaller treasures individually')",0
Stag_Hunt,Treasure_Hunt,"the solo hunter finds a small treasure. If both search individually, they both find moderate",You,Adventurous explorer,Bob,Seasoned navigator,"('cooperate', 'Collaborate for the hidden treasure')","('defect', 'Search for smaller treasures individually')",0
Stag_Hunt,Treasure_Hunt,treasures.,You,Adventurous explorer,Bob,Seasoned navigator,"('cooperate', 'Collaborate for the hidden treasure')","('defect', 'Search for smaller treasures individually')",1
Stag_Hunt,Urban_Development,Two city planners must decide whether to collaborate on a major infrastructure project or work,You,Skilled city planner,Bob,Skilled city planner,"('cooperate', 'Collaborate on infrastructure project')","('defect', 'Work on smaller urban improvements')",0
Stag_Hunt,Urban_Development,"individually on smaller urban improvements. If both work on the infrastructure project, they succeed",You,Skilled city planner,Bob,Skilled city planner,"('cooperate', 'Collaborate on infrastructure project')","('defect', 'Work on smaller urban improvements')",0
Stag_Hunt,Urban_Development,and enhance the city's connectivity. If one works on the project while the other focuses on smaller,You,Skilled city planner,Bob,Skilled city planner,"('cooperate', 'Collaborate on infrastructure project')","('defect', 'Work on smaller urban improvements')",0
Stag_Hunt,Urban_Development,"improvements, the project planner fails while the other achieves small urban enhancements. If both",You,Skilled city planner,Bob,Skilled city planner,"('cooperate', 'Collaborate on infrastructure project')","('defect', 'Work on smaller urban improvements')",0
Stag_Hunt,Urban_Development,"focus on smaller improvements, they both achieve moderate urban enhancements.",You,Skilled city planner,Bob,Skilled city planner,"('cooperate', 'Collaborate on infrastructure project')","('defect', 'Work on smaller urban improvements')",1
Stag_Hunt,Environmental_Cleanup,Two community leaders must decide whether to organize a large-scale cleanup event or focus on,You,Community leader with environmental advocacy experience,Bob,Community leader with environmental advocacy experience,"('cooperate', 'Organize Large-Scale Event')","('defect', 'Focus on Individual Efforts')",0
Stag_Hunt,Environmental_Cleanup,"smaller, individual efforts. If both organize the event, they succeed and receive community",You,Community leader with environmental advocacy experience,Bob,Community leader with environmental advocacy experience,"('cooperate', 'Organize Large-Scale Event')","('defect', 'Focus on Individual Efforts')",0
Stag_Hunt,Environmental_Cleanup,"recognition. If one organizes while the other focuses on individual efforts, the organizer fails",You,Community leader with environmental advocacy experience,Bob,Community leader with environmental advocacy experience,"('cooperate', 'Organize Large-Scale Event')","('defect', 'Focus on Individual Efforts')",0
Stag_Hunt,Environmental_Cleanup,"while the individual worker gains local support. If both focus on individual efforts, they receive",You,Community leader with environmental advocacy experience,Bob,Community leader with environmental advocacy experience,"('cooperate', 'Organize Large-Scale Event')","('defect', 'Focus on Individual Efforts')",0
Stag_Hunt,Environmental_Cleanup,moderate support.,You,Community leader with environmental advocacy experience,Bob,Community leader with environmental advocacy experience,"('cooperate', 'Organize Large-Scale Event')","('defect', 'Focus on Individual Efforts')",1
Stag_Hunt,Treasure Expedition,Two explorers must decide whether to collaborate on finding a hidden treasure or individually,You,Experienced explorer,Bob,Skilled navigator,"('cooperate', 'Team up for Treasure')","('defect', 'Solo Artifact Collection')",0
Stag_Hunt,Treasure Expedition,"collect smaller artifacts. If both work together on the treasure, they succeed and share a large",You,Experienced explorer,Bob,Skilled navigator,"('cooperate', 'Team up for Treasure')","('defect', 'Solo Artifact Collection')",0
Stag_Hunt,Treasure Expedition,"reward. If one goes for the treasure while the other collects artifacts, the treasure seeker fails",You,Experienced explorer,Bob,Skilled navigator,"('cooperate', 'Team up for Treasure')","('defect', 'Solo Artifact Collection')",0
Stag_Hunt,Treasure Expedition,"while the artifact collector gets a small reward. If both collect artifacts, they both get moderate",You,Experienced explorer,Bob,Skilled navigator,"('cooperate', 'Team up for Treasure')","('defect', 'Solo Artifact Collection')",0
Stag_Hunt,Treasure Expedition,rewards.,You,Experienced explorer,Bob,Skilled navigator,"('cooperate', 'Team up for Treasure')","('defect', 'Solo Artifact Collection')",1
Stag_Hunt,Startup_Venture,Two entrepreneurs must decide whether to collaborate on developing a groundbreaking product or work,You,Innovative thinker,Bob,Strategic planner,"('cooperate', 'Collaborate on groundbreaking product')","('defect', 'Work on smaller projects individually')",0
Stag_Hunt,Startup_Venture,"on smaller projects individually. If both collaborate, they succeed and share substantial profits.",You,Innovative thinker,Bob,Strategic planner,"('cooperate', 'Collaborate on groundbreaking product')","('defect', 'Work on smaller projects individually')",0
Stag_Hunt,Startup_Venture,"If one collaborates while the other works solo, the collaborator fails while the solo entrepreneur",You,Innovative thinker,Bob,Strategic planner,"('cooperate', 'Collaborate on groundbreaking product')","('defect', 'Work on smaller projects individually')",0
Stag_Hunt,Startup_Venture,"earns small profits. If both work solo, they both earn moderate profits.",You,Innovative thinker,Bob,Strategic planner,"('cooperate', 'Collaborate on groundbreaking product')","('defect', 'Work on smaller projects individually')",1
Stag_Hunt,Business_Partnership,Two entrepreneurs must decide whether to partner on a large project or pursue smaller individual,You,Experienced entrepreneur,Bob,Experienced entrepreneur,"('cooperate', 'Partner on large project')","('defect', 'Pursue individual venture')",0
Stag_Hunt,Business_Partnership,"ventures. If both partner on the project, they succeed and share large profits. If one partners",You,Experienced entrepreneur,Bob,Experienced entrepreneur,"('cooperate', 'Partner on large project')","('defect', 'Pursue individual venture')",0
Stag_Hunt,Business_Partnership,"while the other pursues an individual venture, the partner fails while the individual gains small",You,Experienced entrepreneur,Bob,Experienced entrepreneur,"('cooperate', 'Partner on large project')","('defect', 'Pursue individual venture')",0
Stag_Hunt,Business_Partnership,"profits. If both pursue individual ventures, they both get moderate profits.",You,Experienced entrepreneur,Bob,Experienced entrepreneur,"('cooperate', 'Partner on large project')","('defect', 'Pursue individual venture')",1
Stag_Hunt,Tech_Startup,Two tech entrepreneurs must decide whether to collaborate on a groundbreaking AI project or,You,Tech entrepreneur with a background in AI,Bob,Tech entrepreneur with a focus on mobile apps,"('cooperate', 'Collaborate on AI')","('defect', 'Develop Apps')",0
Stag_Hunt,Tech_Startup,"individually develop smaller apps. If both work on the AI, they succeed and lead the market. If one",You,Tech entrepreneur with a background in AI,Bob,Tech entrepreneur with a focus on mobile apps,"('cooperate', 'Collaborate on AI')","('defect', 'Develop Apps')",0
Stag_Hunt,Tech_Startup,"works on AI while the other on apps, the AI developer fails while the app developer sees moderate",You,Tech entrepreneur with a background in AI,Bob,Tech entrepreneur with a focus on mobile apps,"('cooperate', 'Collaborate on AI')","('defect', 'Develop Apps')",0
Stag_Hunt,Tech_Startup,"success. If both choose apps, both achieve small successes.",You,Tech entrepreneur with a background in AI,Bob,Tech entrepreneur with a focus on mobile apps,"('cooperate', 'Collaborate on AI')","('defect', 'Develop Apps')",1
Stag_Hunt,Corporate Project,"Two project managers must decide whether to collaborate on a high-risk, high-reward project or work",You,Senior project manager,Bob,Project coordinator,"('cooperate', 'Joint High-Risk Project')","('defect', 'Individual Task Management')",0
Stag_Hunt,Corporate Project,"on smaller, individual tasks. If both work on the high-reward project, they succeed and receive",You,Senior project manager,Bob,Project coordinator,"('cooperate', 'Joint High-Risk Project')","('defect', 'Individual Task Management')",0
Stag_Hunt,Corporate Project,"promotions. If one works on the high-reward project while the other focuses on smaller tasks, the",You,Senior project manager,Bob,Project coordinator,"('cooperate', 'Joint High-Risk Project')","('defect', 'Individual Task Management')",0
Stag_Hunt,Corporate Project,"high-reward project fails while the smaller tasks are completed. If both work on smaller tasks, they",You,Senior project manager,Bob,Project coordinator,"('cooperate', 'Joint High-Risk Project')","('defect', 'Individual Task Management')",0
Stag_Hunt,Corporate Project,both receive satisfactory evaluations.,You,Senior project manager,Bob,Project coordinator,"('cooperate', 'Joint High-Risk Project')","('defect', 'Individual Task Management')",1
Stag_Hunt,Expedition_to_Mars,Two astronauts must decide whether to collaborate on a mission to Mars or conduct separate space,You,Astrophysicist,Bob,Engineer,"('cooperate', 'Collaborate on Mars mission')","('defect', 'Conduct separate space research')",0
Stag_Hunt,Expedition_to_Mars,"research. If both collaborate, they succeed and achieve significant scientific breakthroughs. If one",You,Astrophysicist,Bob,Engineer,"('cooperate', 'Collaborate on Mars mission')","('defect', 'Conduct separate space research')",0
Stag_Hunt,Expedition_to_Mars,"collaborates while the other works solo, the collaborator fails while the solo astronaut gains minor",You,Astrophysicist,Bob,Engineer,"('cooperate', 'Collaborate on Mars mission')","('defect', 'Conduct separate space research')",0
Stag_Hunt,Expedition_to_Mars,"insights. If both work solo, they both achieve moderate insights.",You,Astrophysicist,Bob,Engineer,"('cooperate', 'Collaborate on Mars mission')","('defect', 'Conduct separate space research')",1
Stag_Hunt,Space Mission,Two astronauts must decide whether to work together to repair a major spacecraft malfunction or,You,Veteran astronaut,Bob,Technical expert,"('cooperate', 'Collaborate on Major Repair')","('defect', 'Fix Minor Issues Alone')",0
Stag_Hunt,Space Mission,"individually handle minor issues. If both repair the malfunction, they succeed and receive",You,Veteran astronaut,Bob,Technical expert,"('cooperate', 'Collaborate on Major Repair')","('defect', 'Fix Minor Issues Alone')",0
Stag_Hunt,Space Mission,"commendations. If one repairs the malfunction while the other handles minor issues, the major repair",You,Veteran astronaut,Bob,Technical expert,"('cooperate', 'Collaborate on Major Repair')","('defect', 'Fix Minor Issues Alone')",0
Stag_Hunt,Space Mission,"fails while the minor task is completed. If both handle minor issues, they both receive modest",You,Veteran astronaut,Bob,Technical expert,"('cooperate', 'Collaborate on Major Repair')","('defect', 'Fix Minor Issues Alone')",0
Stag_Hunt,Space Mission,recognition.,You,Veteran astronaut,Bob,Technical expert,"('cooperate', 'Collaborate on Major Repair')","('defect', 'Fix Minor Issues Alone')",1
Stag_Hunt,Urban_Planning,Two urban planners must decide whether to collaborate on designing a sustainable city or focus on,You,Urban planner with expertise in sustainable design,Bob,Urban planner with a focus on transportation systems,"('cooperate', 'Collaborate on designing a sustainable city')","('defect', 'Focus on individual neighborhood projects')",0
Stag_Hunt,Urban_Planning,"individual neighborhood projects. If both collaborate, they create a model city and gain",You,Urban planner with expertise in sustainable design,Bob,Urban planner with a focus on transportation systems,"('cooperate', 'Collaborate on designing a sustainable city')","('defect', 'Focus on individual neighborhood projects')",0
Stag_Hunt,Urban_Planning,"recognition. If one collaborates while the other focuses on individual projects, the collaborator",You,Urban planner with expertise in sustainable design,Bob,Urban planner with a focus on transportation systems,"('cooperate', 'Collaborate on designing a sustainable city')","('defect', 'Focus on individual neighborhood projects')",0
Stag_Hunt,Urban_Planning,risks failure while the individualist achieves moderate success. If both focus on individual,You,Urban planner with expertise in sustainable design,Bob,Urban planner with a focus on transportation systems,"('cooperate', 'Collaborate on designing a sustainable city')","('defect', 'Focus on individual neighborhood projects')",0
Stag_Hunt,Urban_Planning,"projects, they achieve moderate improvements but miss the larger goal.",You,Urban planner with expertise in sustainable design,Bob,Urban planner with a focus on transportation systems,"('cooperate', 'Collaborate on designing a sustainable city')","('defect', 'Focus on individual neighborhood projects')",1
Stag_Hunt,Art Collaboration,"Two artists, You and Bob, must decide whether to collaborate on a masterpiece or create individual",You,Accomplished artist,Bob,Accomplished artist,"('cooperate', 'Collaborate on Masterpiece')","('defect', 'Solo Individual Artworks')",0
Stag_Hunt,Art Collaboration,"artworks. If both collaborate on the masterpiece, they succeed and share widespread acclaim. If one",You,Accomplished artist,Bob,Accomplished artist,"('cooperate', 'Collaborate on Masterpiece')","('defect', 'Solo Individual Artworks')",0
Stag_Hunt,Art Collaboration,"works on the masterpiece while the other creates individual artworks, the masterpiece artist fails",You,Accomplished artist,Bob,Accomplished artist,"('cooperate', 'Collaborate on Masterpiece')","('defect', 'Solo Individual Artworks')",0
Stag_Hunt,Art Collaboration,"while the individual artist gains minor recognition. If both create individual artworks, they both",You,Accomplished artist,Bob,Accomplished artist,"('cooperate', 'Collaborate on Masterpiece')","('defect', 'Solo Individual Artworks')",0
Stag_Hunt,Art Collaboration,receive moderate recognition.,You,Accomplished artist,Bob,Accomplished artist,"('cooperate', 'Collaborate on Masterpiece')","('defect', 'Solo Individual Artworks')",1
Stag_Hunt,Agricultural_Planning,Two farmers must decide whether to collaborate on growing a high-yield crop or individually work on,You,Farmer,Bob,Farmer,"('cooperate', 'Grow high-yield crop')","('defect', 'Grow low-yield crops')",0
Stag_Hunt,Agricultural_Planning,"low-yield crops. If both grow the high-yield crop, they succeed and receive a large reward. If one",You,Farmer,Bob,Farmer,"('cooperate', 'Grow high-yield crop')","('defect', 'Grow low-yield crops')",0
Stag_Hunt,Agricultural_Planning,"grows the high-yield crop while the other grows low-yield crops, the high-yield crop fails while the",You,Farmer,Bob,Farmer,"('cooperate', 'Grow high-yield crop')","('defect', 'Grow low-yield crops')",0
Stag_Hunt,Agricultural_Planning,"low-yield crop farmer gets a small reward. If both grow low-yield crops, they both receive moderate",You,Farmer,Bob,Farmer,"('cooperate', 'Grow high-yield crop')","('defect', 'Grow low-yield crops')",0
Stag_Hunt,Agricultural_Planning,rewards.,You,Farmer,Bob,Farmer,"('cooperate', 'Grow high-yield crop')","('defect', 'Grow low-yield crops')",1
Stag_Hunt,Farm Harvest,"Two farmers must decide whether to collaborate on harvesting a large, profitable crop or",You,Experienced farmer,Bob,Agricultural specialist,"('cooperate', 'Collaborate on Large Harvest')","('defect', 'Solo Small Crop Harvest')",0
Stag_Hunt,Farm Harvest,"individually harvest smaller, less profitable crops. If both harvest the large crop, they succeed",You,Experienced farmer,Bob,Agricultural specialist,"('cooperate', 'Collaborate on Large Harvest')","('defect', 'Solo Small Crop Harvest')",0
Stag_Hunt,Farm Harvest,and share a substantial profit. If one harvests the large crop while the other focuses on smaller,You,Experienced farmer,Bob,Agricultural specialist,"('cooperate', 'Collaborate on Large Harvest')","('defect', 'Solo Small Crop Harvest')",0
Stag_Hunt,Farm Harvest,"crops, the large crop is lost while the smaller crops are harvested. If both harvest smaller crops,",You,Experienced farmer,Bob,Agricultural specialist,"('cooperate', 'Collaborate on Large Harvest')","('defect', 'Solo Small Crop Harvest')",0
Stag_Hunt,Farm Harvest,they both earn a modest income.,You,Experienced farmer,Bob,Agricultural specialist,"('cooperate', 'Collaborate on Large Harvest')","('defect', 'Solo Small Crop Harvest')",1
Stag_Hunt,Wildlife_Conservation,Two conservationists must decide whether to collaborate on a major wildlife sanctuary or,You,Dedicated conservationist,Bob,Dedicated conservationist,"('cooperate', 'Collaborate on Wildlife Sanctuary')","('defect', 'Solo Local Project')",0
Stag_Hunt,Wildlife_Conservation,"individually work on small local projects. If both work on the sanctuary, they succeed and save",You,Dedicated conservationist,Bob,Dedicated conservationist,"('cooperate', 'Collaborate on Wildlife Sanctuary')","('defect', 'Solo Local Project')",0
Stag_Hunt,Wildlife_Conservation,"numerous species. If one works on the sanctuary while the other focuses on local projects, the",You,Dedicated conservationist,Bob,Dedicated conservationist,"('cooperate', 'Collaborate on Wildlife Sanctuary')","('defect', 'Solo Local Project')",0
Stag_Hunt,Wildlife_Conservation,sanctuary conservationist fails while the local project worker achieves minor success. If both work,You,Dedicated conservationist,Bob,Dedicated conservationist,"('cooperate', 'Collaborate on Wildlife Sanctuary')","('defect', 'Solo Local Project')",0
Stag_Hunt,Wildlife_Conservation,"on local projects, they both achieve moderate success.",You,Dedicated conservationist,Bob,Dedicated conservationist,"('cooperate', 'Collaborate on Wildlife Sanctuary')","('defect', 'Solo Local Project')",1
Stag_Hunt,Archaeological_Expedition,Two archaeologists must decide whether to collaborate on excavating a large artifact or individually,You,Experienced archaeologist,Bob,Experienced archaeologist,"('cooperate', 'Collaborate on Artifact')","('defect', 'Solo Dig')",0
Stag_Hunt,Archaeological_Expedition,"work on smaller, less significant digs. If both excavate the artifact, they succeed and share a",You,Experienced archaeologist,Bob,Experienced archaeologist,"('cooperate', 'Collaborate on Artifact')","('defect', 'Solo Dig')",0
Stag_Hunt,Archaeological_Expedition,"large reward. If one excavates the artifact while the other works on smaller digs, the excavator",You,Experienced archaeologist,Bob,Experienced archaeologist,"('cooperate', 'Collaborate on Artifact')","('defect', 'Solo Dig')",0
Stag_Hunt,Archaeological_Expedition,"fails while the individual worker gets a small reward. If both work on smaller digs, they both get",You,Experienced archaeologist,Bob,Experienced archaeologist,"('cooperate', 'Collaborate on Artifact')","('defect', 'Solo Dig')",0
Stag_Hunt,Archaeological_Expedition,moderate rewards.,You,Experienced archaeologist,Bob,Experienced archaeologist,"('cooperate', 'Collaborate on Artifact')","('defect', 'Solo Dig')",1
Stag_Hunt,Environmental_Project,Two environmentalists must decide whether to collaborate on a large conservation project or work on,You,Ecologist,Bob,Conservationist,"('cooperate', 'Collaborate on large conservation project')","('defect', 'Work on smaller initiatives individually')",0
Stag_Hunt,Environmental_Project,"smaller initiatives individually. If both collaborate, they succeed and make a significant",You,Ecologist,Bob,Conservationist,"('cooperate', 'Collaborate on large conservation project')","('defect', 'Work on smaller initiatives individually')",0
Stag_Hunt,Environmental_Project,"environmental impact. If one collaborates while the other works solo, the collaborator fails while",You,Ecologist,Bob,Conservationist,"('cooperate', 'Collaborate on large conservation project')","('defect', 'Work on smaller initiatives individually')",0
Stag_Hunt,Environmental_Project,"the solo environmentalist achieves small successes. If both work solo, they both achieve moderate",You,Ecologist,Bob,Conservationist,"('cooperate', 'Collaborate on large conservation project')","('defect', 'Work on smaller initiatives individually')",0
Stag_Hunt,Environmental_Project,successes.,You,Ecologist,Bob,Conservationist,"('cooperate', 'Collaborate on large conservation project')","('defect', 'Work on smaller initiatives individually')",1
Stag_Hunt,Space_Exploration,Two astronauts must decide whether to collaborate on a mission to explore a distant planet or,You,Trained astronaut,Bob,Trained astronaut,"('cooperate', 'Collaborate on planet exploration')","('defect', 'Conduct individual research')",0
Stag_Hunt,Space_Exploration,"individually conduct research on their own. If both explore the planet, they succeed and gather",You,Trained astronaut,Bob,Trained astronaut,"('cooperate', 'Collaborate on planet exploration')","('defect', 'Conduct individual research')",0
Stag_Hunt,Space_Exploration,"valuable data. If one explores while the other conducts individual research, the explorer fails",You,Trained astronaut,Bob,Trained astronaut,"('cooperate', 'Collaborate on planet exploration')","('defect', 'Conduct individual research')",0
Stag_Hunt,Space_Exploration,"while the individual researcher gains some insights. If both conduct individual research, they both",You,Trained astronaut,Bob,Trained astronaut,"('cooperate', 'Collaborate on planet exploration')","('defect', 'Conduct individual research')",0
Stag_Hunt,Space_Exploration,get moderate insights.,You,Trained astronaut,Bob,Trained astronaut,"('cooperate', 'Collaborate on planet exploration')","('defect', 'Conduct individual research')",1
Stag_Hunt,Scientific Research,"Two scientists, You and Bob, must decide whether to collaborate on a groundbreaking experiment or",You,Renowned scientist,Bob,Renowned scientist,"('cooperate', 'Collaborate on Groundbreaking Experiment')","('defect', 'Solo Small Experiments')",0
Stag_Hunt,Scientific Research,"conduct smaller experiments individually. If both work on the groundbreaking experiment, they",You,Renowned scientist,Bob,Renowned scientist,"('cooperate', 'Collaborate on Groundbreaking Experiment')","('defect', 'Solo Small Experiments')",0
Stag_Hunt,Scientific Research,succeed and share a significant discovery. If one works on the groundbreaking experiment while the,You,Renowned scientist,Bob,Renowned scientist,"('cooperate', 'Collaborate on Groundbreaking Experiment')","('defect', 'Solo Small Experiments')",0
Stag_Hunt,Scientific Research,"other conducts smaller experiments, the groundbreaking experiment scientist fails while the small",You,Renowned scientist,Bob,Renowned scientist,"('cooperate', 'Collaborate on Groundbreaking Experiment')","('defect', 'Solo Small Experiments')",0
Stag_Hunt,Scientific Research,"experiment scientist gets a minor discovery. If both conduct smaller experiments, they both achieve",You,Renowned scientist,Bob,Renowned scientist,"('cooperate', 'Collaborate on Groundbreaking Experiment')","('defect', 'Solo Small Experiments')",0
Stag_Hunt,Scientific Research,moderate discoveries.,You,Renowned scientist,Bob,Renowned scientist,"('cooperate', 'Collaborate on Groundbreaking Experiment')","('defect', 'Solo Small Experiments')",1
Stag_Hunt,Corporate Project,"Two project managers, You and Bob, must decide whether to collaborate on a major project or work on",You,Experienced project manager,Bob,Experienced project manager,"('cooperate', 'Collaborate on Major Project')","('defect', 'Solo Small Projects')",0
Stag_Hunt,Corporate Project,"smaller projects individually. If both work on the major project, they succeed and share a large",You,Experienced project manager,Bob,Experienced project manager,"('cooperate', 'Collaborate on Major Project')","('defect', 'Solo Small Projects')",0
Stag_Hunt,Corporate Project,"bonus. If one works on the major project while the other works on smaller projects, the major",You,Experienced project manager,Bob,Experienced project manager,"('cooperate', 'Collaborate on Major Project')","('defect', 'Solo Small Projects')",0
Stag_Hunt,Corporate Project,project worker fails while the smaller project worker gets a small bonus. If both work on smaller,You,Experienced project manager,Bob,Experienced project manager,"('cooperate', 'Collaborate on Major Project')","('defect', 'Solo Small Projects')",0
Stag_Hunt,Corporate Project,"projects, they both get moderate bonuses.",You,Experienced project manager,Bob,Experienced project manager,"('cooperate', 'Collaborate on Major Project')","('defect', 'Solo Small Projects')",1
Stag_Hunt,Academic_Research,Two researchers must decide whether to work together on a groundbreaking study or conduct smaller,You,Experienced researcher,Bob,Experienced researcher,"('cooperate', 'Collaborate on groundbreaking study')","('defect', 'Conduct individual experiments')",0
Stag_Hunt,Academic_Research,"individual experiments. If both work together, they succeed and publish a high-impact paper. If one",You,Experienced researcher,Bob,Experienced researcher,"('cooperate', 'Collaborate on groundbreaking study')","('defect', 'Conduct individual experiments')",0
Stag_Hunt,Academic_Research,"works together while the other conducts individual experiments, the collaborator fails while the",You,Experienced researcher,Bob,Experienced researcher,"('cooperate', 'Collaborate on groundbreaking study')","('defect', 'Conduct individual experiments')",0
Stag_Hunt,Academic_Research,"individual publishes a minor paper. If both conduct individual experiments, they both publish",You,Experienced researcher,Bob,Experienced researcher,"('cooperate', 'Collaborate on groundbreaking study')","('defect', 'Conduct individual experiments')",0
Stag_Hunt,Academic_Research,moderate papers.,You,Experienced researcher,Bob,Experienced researcher,"('cooperate', 'Collaborate on groundbreaking study')","('defect', 'Conduct individual experiments')",1
Stag_Hunt,Treasure Expedition,"Two explorers, You and Bob, must decide whether to collaborate on digging for a hidden treasure or",You,Seasoned explorer,Bob,Seasoned explorer,"('cooperate', 'Collaborate on Hidden Treasure')","('defect', 'Solo Small Treasure Search')",0
Stag_Hunt,Treasure Expedition,"search for smaller treasures individually. If both dig for the hidden treasure, they succeed and",You,Seasoned explorer,Bob,Seasoned explorer,"('cooperate', 'Collaborate on Hidden Treasure')","('defect', 'Solo Small Treasure Search')",0
Stag_Hunt,Treasure Expedition,share a large reward. If one digs for the hidden treasure while the other searches for smaller,You,Seasoned explorer,Bob,Seasoned explorer,"('cooperate', 'Collaborate on Hidden Treasure')","('defect', 'Solo Small Treasure Search')",0
Stag_Hunt,Treasure Expedition,"treasures, the hidden treasure digger fails while the small treasure searcher gets a small reward.",You,Seasoned explorer,Bob,Seasoned explorer,"('cooperate', 'Collaborate on Hidden Treasure')","('defect', 'Solo Small Treasure Search')",0
Stag_Hunt,Treasure Expedition,"If both search for smaller treasures, they both get moderate rewards.",You,Seasoned explorer,Bob,Seasoned explorer,"('cooperate', 'Collaborate on Hidden Treasure')","('defect', 'Solo Small Treasure Search')",1
Stag_Hunt,Corporate_Innovation,Two managers must decide whether to collaborate on developing a new innovative product or work,You,Experienced manager,Bob,Experienced manager,"('cooperate', 'Collaborate on product development')","('defect', 'Work on individual projects')",0
Stag_Hunt,Corporate_Innovation,"individually on smaller projects. If both develop the product, they succeed and share a large market",You,Experienced manager,Bob,Experienced manager,"('cooperate', 'Collaborate on product development')","('defect', 'Work on individual projects')",0
Stag_Hunt,Corporate_Innovation,"share. If one develops the product while the other works on smaller projects, the product developer",You,Experienced manager,Bob,Experienced manager,"('cooperate', 'Collaborate on product development')","('defect', 'Work on individual projects')",0
Stag_Hunt,Corporate_Innovation,"fails while the other gains a small market share. If both work on smaller projects, they both gain",You,Experienced manager,Bob,Experienced manager,"('cooperate', 'Collaborate on product development')","('defect', 'Work on individual projects')",0
Stag_Hunt,Corporate_Innovation,moderate market shares.,You,Experienced manager,Bob,Experienced manager,"('cooperate', 'Collaborate on product development')","('defect', 'Work on individual projects')",1
Stag_Hunt,Tech_Innovation,Two engineers must decide whether to collaborate on a breakthrough technology or individually,You,Experienced engineer,Bob,Experienced engineer,"('cooperate', 'Collaborate on Breakthrough Technology')","('defect', 'Solo Gadget Development')",0
